protein,gn,cancer_mut_count
ACKR3,gn2x46,0
ACKR4,gn2x46,0
CCRL2,gn2x46,0
CCR1,gn2x47,1
CCR2,gn2x47,1
CCR3,gn2x47,0
CCR4,gn2x47,0
CCR5,gn2x47,0
CCR6,gn2x47,1
CCR7,gn2x47,1
CCR8,gn2x47,0
CCR9,gn2x47,1
CCR10,gn2x47,0
CXCR1,gn2x47,0
CXCR2,gn2x47,0
CXCR3,gn2x47,0
CXCR4,gn2x47,0
CXCR5,gn2x47,0
CXCR6,gn2x47,0
CX3CR1,gn2x47,0
XCR1,gn2x47,0
ACKR1,gn2x47,0
ACKR2,gn2x47,0
ACKR3,gn2x47,0
ACKR4,gn2x47,0
CCRL2,gn2x47,0
CCR1,gn2x48,0
CCR2,gn2x48,0
CCR3,gn2x48,0
CCR4,gn2x48,0
CCR5,gn2x48,0
CCR6,gn2x48,0
CCR7,gn2x48,0
CCR8,gn2x48,0
CCR9,gn2x48,0
CCR10,gn2x48,0
CXCR1,gn2x48,0
CXCR2,gn2x48,0
CXCR3,gn2x48,0
CXCR4,gn2x48,0
CXCR5,gn2x48,0
CXCR6,gn2x48,0
CX3CR1,gn2x48,0
XCR1,gn2x48,1
ACKR1,gn2x48,0
ACKR2,gn2x48,0
ACKR3,gn2x48,0
ACKR4,gn2x48,0
CCRL2,gn2x48,1
CCR1,gn2x49,0
CCR2,gn2x49,0
CCR3,gn2x49,2
CCR4,gn2x49,0
CCR5,gn2x49,0
CCR6,gn2x49,1
CCR7,gn2x49,0
CCR8,gn2x49,1
CCR9,gn2x49,0
CCR10,gn2x49,0
CXCR1,gn2x49,0
CXCR2,gn2x49,0
CXCR3,gn2x49,0
CXCR4,gn2x49,0
CXCR5,gn2x49,0
CXCR6,gn2x49,0
CX3CR1,gn2x49,0
XCR1,gn2x49,0
ACKR1,gn2x49,0
ACKR2,gn2x49,0
ACKR3,gn2x49,0
ACKR4,gn2x49,0
CCRL2,gn2x49,0
CCR1,gn2x50,0
CCR2,gn2x50,0
CCR3,gn2x50,0
CCR4,gn2x50,0
CCR5,gn2x50,0
CCR6,gn2x50,0
CCR7,gn2x50,0
CCR8,gn2x50,0
CCR9,gn2x50,0
CCR10,gn2x50,1
CXCR1,gn2x50,0
CXCR2,gn2x50,0
CXCR3,gn2x50,0
CXCR4,gn2x50,0
CXCR5,gn2x50,0
CXCR6,gn2x50,0
CX3CR1,gn2x50,0
XCR1,gn2x50,0
ACKR1,gn2x50,0
ACKR2,gn2x50,0
ACKR3,gn2x50,1
ACKR4,gn2x50,1
CCRL2,gn2x50,0
CCR1,gn2x51,0
CCR2,gn2x51,0
CCR3,gn2x51,0
CCR4,gn2x51,0
CCR5,gn2x51,0
CCR6,gn2x51,0
CCR7,gn2x51,0
CCR8,gn2x51,0
CCR9,gn2x51,0
CCR10,gn2x51,0
CXCR1,gn2x51,0
CXCR2,gn2x51,0
CXCR3,gn2x51,0
CXCR4,gn2x51,0
CXCR5,gn2x51,0
CXCR6,gn2x51,0
CX3CR1,gn2x51,0
XCR1,gn2x51,0
ACKR1,gn2x51,0
ACKR2,gn2x51,0
ACKR3,gn2x51,1
ACKR4,gn2x51,0
CCRL2,gn2x51,0
CCR1,gn2x52,1
CCR2,gn2x52,0
CCR3,gn2x52,0
CCR4,gn2x52,1
CCR5,gn2x52,0
CCR6,gn2x52,0
CCR7,gn2x52,0
CCR8,gn2x52,0
CCR9,gn2x52,0
CCR10,gn2x52,0
CXCR1,gn2x52,1
CXCR2,gn2x52,0
CXCR3,gn2x52,0
CXCR4,gn2x52,0
CXCR5,gn2x52,0
CXCR6,gn2x52,0
CX3CR1,gn2x52,0
XCR1,gn2x52,0
ACKR1,gn2x52,0
ACKR2,gn2x52,0
ACKR3,gn2x52,2
ACKR4,gn2x52,0
CCRL2,gn2x52,0
CCR1,gn2x53,1
CCR2,gn2x53,0
CCR3,gn2x53,0
CCR4,gn2x53,0
CCR5,gn2x53,0
CCR6,gn2x53,0
CCR7,gn2x53,0
CCR8,gn2x53,0
CCR9,gn2x53,0
CCR10,gn2x53,0
CXCR1,gn2x53,0
CXCR2,gn2x53,0
CXCR3,gn2x53,1
CXCR4,gn2x53,0
CXCR5,gn2x53,0
CXCR6,gn2x53,0
CX3CR1,gn2x53,0
XCR1,gn2x53,0
ACKR1,gn2x53,0
ACKR2,gn2x53,0
ACKR3,gn2x53,0
ACKR4,gn2x53,0
CCRL2,gn2x53,0
CCR1,gn2x54,0
CCR2,gn2x54,1
CCR3,gn2x54,0
CCR4,gn2x54,0
CCR5,gn2x54,0
CCR6,gn2x54,0
CCR7,gn2x54,0
CCR8,gn2x54,1
CCR9,gn2x54,0
CCR10,gn2x54,0
CXCR1,gn2x54,0
CXCR2,gn2x54,1
CXCR3,gn2x54,0
CXCR4,gn2x54,0
CXCR5,gn2x54,1
CXCR6,gn2x54,0
CX3CR1,gn2x54,0
XCR1,gn2x54,3
ACKR1,gn2x54,0
ACKR2,gn2x54,0
ACKR3,gn2x54,0
ACKR4,gn2x54,0
CCRL2,gn2x54,0
CCR1,gn2x55,0
CCR2,gn2x55,0
CCR3,gn2x55,0
CCR4,gn2x55,0
CCR5,gn2x55,0
CCR6,gn2x55,1
CCR7,gn2x55,0
CCR8,gn2x55,0
CCR9,gn2x55,0
CCR10,gn2x55,0
CXCR1,gn2x55,0
CXCR2,gn2x55,0
CXCR3,gn2x55,0
CXCR4,gn2x55,0
CXCR5,gn2x55,0
CXCR6,gn2x55,0
CX3CR1,gn2x55,0
XCR1,gn2x55,2
ACKR1,gn2x55,0
ACKR2,gn2x55,1
ACKR3,gn2x55,0
ACKR4,gn2x55,0
CCRL2,gn2x55,0
CCR1,gn2x56,0
CCR2,gn2x56,0
CCR3,gn2x56,0
CCR4,gn2x56,0
CCR5,gn2x56,0
CCR6,gn2x56,0
CCR7,gn2x56,0
CCR8,gn2x56,1
CCR9,gn2x56,0
CCR10,gn2x56,0
CXCR1,gn2x56,0
CXCR2,gn2x56,0
CXCR3,gn2x56,0
CXCR4,gn2x56,0
CXCR5,gn2x56,0
CXCR6,gn2x56,0
CX3CR1,gn2x56,1
XCR1,gn2x56,0
ACKR1,gn2x56,0
ACKR2,gn2x56,0
ACKR3,gn2x56,0
ACKR4,gn2x56,0
CCRL2,gn2x56,0
CCR1,gn2x57,0
CCR2,gn2x57,0
CCR3,gn2x57,0
CCR4,gn2x57,0
CCR5,gn2x57,0
CCR6,gn2x57,0
CCR7,gn2x57,0
CCR8,gn2x57,0
CCR9,gn2x57,1
CCR10,gn2x57,0
CXCR1,gn2x57,0
CXCR2,gn2x57,0
CXCR3,gn2x57,0
CXCR4,gn2x57,0
CXCR5,gn2x57,0
CXCR6,gn2x57,0
CX3CR1,gn2x57,0
XCR1,gn2x57,0
ACKR1,gn2x57,0
ACKR2,gn2x57,0
ACKR3,gn2x57,0
ACKR4,gn2x57,0
CCRL2,gn2x57,0
CCR1,gn2x58,1
CCR2,gn2x58,0
CCR3,gn2x58,0
CCR4,gn2x58,1
CCR5,gn2x58,0
CCR6,gn2x58,0
CCR7,gn2x58,0
CCR8,gn2x58,1
CCR9,gn2x58,0
CCR10,gn2x58,0
CXCR1,gn2x58,0
CXCR2,gn2x58,1
CXCR3,gn2x58,1
CXCR4,gn2x58,1
CXCR5,gn2x58,0
CXCR6,gn2x58,1
CX3CR1,gn2x58,0
XCR1,gn2x58,0
ACKR1,gn2x58,0
ACKR2,gn2x58,0
ACKR3,gn2x58,0
ACKR4,gn2x58,0
CCRL2,gn2x58,0
CCR1,gn2x59,0
CCR2,gn2x59,0
CCR3,gn2x59,0
CCR4,gn2x59,0
CCR5,gn2x59,0
CCR6,gn2x59,1
CCR7,gn2x59,1
CCR8,gn2x59,0
CCR9,gn2x59,0
CCR10,gn2x59,1
CXCR1,gn2x59,1
CXCR2,gn2x59,0
CXCR3,gn2x59,0
CXCR4,gn2x59,0
CXCR5,gn2x59,0
CXCR6,gn2x59,1
CX3CR1,gn2x59,0
XCR1,gn2x59,0
ACKR1,gn2x59,0
ACKR2,gn2x59,0
ACKR3,gn2x59,0
ACKR4,gn2x59,0
CCRL2,gn2x59,0
CCR1,gn2x60,0
CCR2,gn2x60,0
CCR3,gn2x60,0
CCR4,gn2x60,0
CCR5,gn2x60,0
CCR6,gn2x60,0
CCR7,gn2x60,0
CCR8,gn2x60,0
CCR9,gn2x60,0
CCR10,gn2x60,0
CXCR1,gn2x60,0
CXCR2,gn2x60,0
CXCR3,gn2x60,0
CXCR4,gn2x60,0
CXCR5,gn2x60,0
CXCR6,gn2x60,0
CX3CR1,gn2x60,0
XCR1,gn2x60,0
ACKR1,gn2x60,0
ACKR2,gn2x60,0
ACKR3,gn2x60,0
ACKR4,gn2x60,0
CCRL2,gn2x60,0
CCR1,gn2x61,0
CCR2,gn2x61,0
CCR3,gn2x61,1
CCR4,gn2x61,0
CCR5,gn2x61,0
CCR6,gn2x61,0
CCR7,gn2x61,0
CCR8,gn2x61,0
CCR9,gn2x61,0
CCR10,gn2x61,0
CXCR1,gn2x61,0
CXCR2,gn2x61,1
CXCR3,gn2x61,0
CXCR4,gn2x61,0
CXCR5,gn2x61,0
CXCR6,gn2x61,0
CX3CR1,gn2x61,0
XCR1,gn2x61,0
ACKR1,gn2x61,0
ACKR2,gn2x61,0
ACKR3,gn2x61,0
ACKR4,gn2x61,0
CCRL2,gn2x61,1
CCR1,gn2x62,1
CCR2,gn2x62,0
CCR3,gn2x62,0
CCR4,gn2x62,0
CCR5,gn2x62,0
CCR6,gn2x62,0
CCR7,gn2x62,0
CCR8,gn2x62,0
CCR9,gn2x62,0
CCR10,gn2x62,1
CXCR1,gn2x62,2
CXCR2,gn2x62,2
CXCR3,gn2x62,0
CXCR4,gn2x62,0
CXCR5,gn2x62,0
CXCR6,gn2x62,0
CX3CR1,gn2x62,0
XCR1,gn2x62,0
ACKR1,gn2x62,0
ACKR2,gn2x62,0
ACKR3,gn2x62,0
ACKR4,gn2x62,0
CCRL2,gn2x62,2
CCR1,gn2x63,0
CCR2,gn2x63,1
CCR3,gn2x63,0
CCR4,gn2x63,0
CCR5,gn2x63,0
CCR6,gn2x63,0
CCR7,gn2x63,0
CCR8,gn2x63,0
CCR9,gn2x63,0
CCR10,gn2x63,0
CXCR1,gn2x63,0
CXCR2,gn2x63,0
CXCR3,gn2x63,0
CXCR4,gn2x63,0
CXCR5,gn2x63,0
CXCR6,gn2x63,0
CX3CR1,gn2x63,0
XCR1,gn2x63,2
ACKR1,gn2x63,0
ACKR2,gn2x63,1
ACKR3,gn2x63,0
ACKR4,gn2x63,0
CCRL2,gn2x63,1
CCR1,gn2x64,0
CCR2,gn2x64,0
CCR3,gn2x64,0
CCR4,gn2x64,0
CCR5,gn2x64,0
CCR6,gn2x64,0
CCR7,gn2x64,0
CCR8,gn2x64,0
CCR9,gn2x64,1
CCR10,gn2x64,0
CXCR1,gn2x64,0
CXCR2,gn2x64,1
CXCR3,gn2x64,0
CXCR4,gn2x64,0
CXCR5,gn2x64,2
CXCR6,gn2x64,0
CX3CR1,gn2x64,0
XCR1,gn2x64,0
ACKR1,gn2x64,0
ACKR2,gn2x64,1
ACKR3,gn2x64,0
ACKR4,gn2x64,0
CCRL2,gn2x64,NA
CCR1,gn2x65,0
CCR2,gn2x65,0
CCR3,gn2x65,1
CCR4,gn2x65,0
CCR5,gn2x65,0
CCR6,gn2x65,0
CCR7,gn2x65,0
CCR8,gn2x65,0
CCR9,gn2x65,0
CCR10,gn2x65,0
CXCR1,gn2x65,1
CXCR2,gn2x65,0
CXCR3,gn2x65,0
CXCR4,gn2x65,0
CXCR5,gn2x65,0
CXCR6,gn2x65,0
CX3CR1,gn2x65,0
XCR1,gn2x65,0
ACKR1,gn2x65,0
ACKR2,gn2x65,0
ACKR3,gn2x65,0
ACKR4,gn2x65,0
CCRL2,gn2x65,NA
CCR1,gn2x66,0
CCR2,gn2x66,0
CCR3,gn2x66,1
CCR4,gn2x66,1
CCR5,gn2x66,1
CCR6,gn2x66,1
CCR7,gn2x66,1
CCR8,gn2x66,0
CCR9,gn2x66,0
CCR10,gn2x66,0
CXCR1,gn2x66,0
CXCR2,gn2x66,0
CXCR3,gn2x66,0
CXCR4,gn2x66,0
CXCR5,gn2x66,0
CXCR6,gn2x66,0
CX3CR1,gn2x66,0
XCR1,gn2x66,0
ACKR1,gn2x66,0
ACKR2,gn2x66,0
ACKR3,gn2x66,0
ACKR4,gn2x66,0
CCRL2,gn2x66,NA
CCR1,gnECL1.1,0
CCR2,gnECL1.1,NA
CCR3,gnECL1.1,0
CCR4,gnECL1.1,NA
CCR5,gnECL1.1,NA
CCR6,gnECL1.1,0
CCR7,gnECL1.1,NA
CCR8,gnECL1.1,NA
CCR9,gnECL1.1,NA
CCR10,gnECL1.1,NA
CXCR1,gnECL1.1,NA
CXCR2,gnECL1.1,NA
CXCR3,gnECL1.1,NA
CXCR4,gnECL1.1,NA
CXCR5,gnECL1.1,NA
CXCR6,gnECL1.1,NA
CX3CR1,gnECL1.1,0
XCR1,gnECL1.1,NA
ACKR1,gnECL1.1,0
ACKR2,gnECL1.1,NA
ACKR3,gnECL1.1,0
ACKR4,gnECL1.1,NA
CCRL2,gnECL1.1,0
CCR1,gnECL1.2,NA
CCR2,gnECL1.2,NA
CCR3,gnECL1.2,NA
CCR4,gnECL1.2,NA
CCR5,gnECL1.2,NA
CCR6,gnECL1.2,NA
CCR7,gnECL1.2,NA
CCR8,gnECL1.2,NA
CCR9,gnECL1.2,NA
CCR10,gnECL1.2,NA
CXCR1,gnECL1.2,NA
CXCR2,gnECL1.2,NA
CXCR3,gnECL1.2,NA
CXCR4,gnECL1.2,NA
CXCR5,gnECL1.2,NA
CXCR6,gnECL1.2,NA
CX3CR1,gnECL1.2,0
XCR1,gnECL1.2,NA
ACKR1,gnECL1.2,0
ACKR2,gnECL1.2,NA
ACKR3,gnECL1.2,0
ACKR4,gnECL1.2,NA
CCRL2,gnECL1.2,0
CCR1,gnECL1.3,NA
CCR2,gnECL1.3,NA
CCR3,gnECL1.3,NA
CCR4,gnECL1.3,NA
CCR5,gnECL1.3,NA
CCR6,gnECL1.3,NA
CCR7,gnECL1.3,NA
CCR8,gnECL1.3,NA
CCR9,gnECL1.3,NA
CCR10,gnECL1.3,NA
CXCR1,gnECL1.3,NA
CXCR2,gnECL1.3,NA
CXCR3,gnECL1.3,NA
CXCR4,gnECL1.3,NA
CXCR5,gnECL1.3,NA
CXCR6,gnECL1.3,NA
CX3CR1,gnECL1.3,0
XCR1,gnECL1.3,NA
ACKR1,gnECL1.3,0
ACKR2,gnECL1.3,NA
ACKR3,gnECL1.3,NA
ACKR4,gnECL1.3,NA
CCRL2,gnECL1.3,0
CCR1,gnECL1.4,NA
CCR2,gnECL1.4,NA
CCR3,gnECL1.4,NA
CCR4,gnECL1.4,NA
CCR5,gnECL1.4,NA
CCR6,gnECL1.4,NA
CCR7,gnECL1.4,NA
CCR8,gnECL1.4,NA
CCR9,gnECL1.4,NA
CCR10,gnECL1.4,NA
CXCR1,gnECL1.4,NA
CXCR2,gnECL1.4,NA
CXCR3,gnECL1.4,NA
CXCR4,gnECL1.4,NA
CXCR5,gnECL1.4,NA
CXCR6,gnECL1.4,NA
CX3CR1,gnECL1.4,0
XCR1,gnECL1.4,NA
ACKR1,gnECL1.4,NA
ACKR2,gnECL1.4,NA
ACKR3,gnECL1.4,NA
ACKR4,gnECL1.4,NA
CCRL2,gnECL1.4,NA
CCR1,gn23x49,1
CCR2,gn23x49,0
CCR3,gn23x49,2
CCR4,gn23x49,0
CCR5,gn23x49,0
CCR6,gn23x49,0
CCR7,gn23x49,0
CCR8,gn23x49,0
CCR9,gn23x49,0
CCR10,gn23x49,0
CXCR1,gn23x49,0
CXCR2,gn23x49,0
CXCR3,gn23x49,0
CXCR4,gn23x49,0
CXCR5,gn23x49,0
CXCR6,gn23x49,0
CX3CR1,gn23x49,NA
XCR1,gn23x49,1
ACKR1,gn23x49,NA
ACKR2,gn23x49,0
ACKR3,gn23x49,0
ACKR4,gn23x49,0
CCRL2,gn23x49,NA
CCR1,gn23x50,0
CCR2,gn23x50,0
CCR3,gn23x50,0
CCR4,gn23x50,0
CCR5,gn23x50,0
CCR6,gn23x50,0
CCR7,gn23x50,1
CCR8,gn23x50,0
CCR9,gn23x50,0
CCR10,gn23x50,0
CXCR1,gn23x50,0
CXCR2,gn23x50,0
CXCR3,gn23x50,1
CXCR4,gn23x50,0
CXCR5,gn23x50,0
CXCR6,gn23x50,0
CX3CR1,gn23x50,NA
XCR1,gn23x50,1
ACKR1,gn23x50,NA
ACKR2,gn23x50,0
ACKR3,gn23x50,1
ACKR4,gn23x50,0
CCRL2,gn23x50,NA
CCR1,gn23x51,0
CCR2,gn23x51,1
CCR3,gn23x51,0
CCR4,gn23x51,0
CCR5,gn23x51,1
CCR6,gn23x51,0
CCR7,gn23x51,0
CCR8,gn23x51,0
CCR9,gn23x51,1
CCR10,gn23x51,0
CXCR1,gn23x51,0
CXCR2,gn23x51,0
CXCR3,gn23x51,0
CXCR4,gn23x51,0
CXCR5,gn23x51,0
CXCR6,gn23x51,0
CX3CR1,gn23x51,NA
XCR1,gn23x51,0
ACKR1,gn23x51,NA
ACKR2,gn23x51,0
ACKR3,gn23x51,1
ACKR4,gn23x51,0
CCRL2,gn23x51,NA
CCR1,gn23x52,0
CCR2,gn23x52,0
CCR3,gn23x52,0
CCR4,gn23x52,0
CCR5,gn23x52,0
CCR6,gn23x52,0
CCR7,gn23x52,0
CCR8,gn23x52,0
CCR9,gn23x52,0
CCR10,gn23x52,0
CXCR1,gn23x52,0
CXCR2,gn23x52,1
CXCR3,gn23x52,0
CXCR4,gn23x52,0
CXCR5,gn23x52,1
CXCR6,gn23x52,1
CX3CR1,gn23x52,NA
XCR1,gn23x52,0
ACKR1,gn23x52,NA
ACKR2,gn23x52,0
ACKR3,gn23x52,0
ACKR4,gn23x52,0
CCRL2,gn23x52,NA
CCR1,gnECL1.5,NA
CCR2,gnECL1.5,NA
CCR3,gnECL1.5,NA
CCR4,gnECL1.5,NA
CCR5,gnECL1.5,NA
CCR6,gnECL1.5,NA
CCR7,gnECL1.5,NA
CCR8,gnECL1.5,NA
CCR9,gnECL1.5,NA
CCR10,gnECL1.5,NA
CXCR1,gnECL1.5,NA
CXCR2,gnECL1.5,NA
CXCR3,gnECL1.5,NA
CXCR4,gnECL1.5,NA
CXCR5,gnECL1.5,NA
CXCR6,gnECL1.5,NA
CX3CR1,gnECL1.5,0
XCR1,gnECL1.5,NA
ACKR1,gnECL1.5,NA
ACKR2,gnECL1.5,NA
ACKR3,gnECL1.5,NA
ACKR4,gnECL1.5,NA
CCRL2,gnECL1.5,0
CCR1,gnECL1.6,NA
CCR2,gnECL1.6,NA
CCR3,gnECL1.6,NA
CCR4,gnECL1.6,NA
CCR5,gnECL1.6,NA
CCR6,gnECL1.6,NA
CCR7,gnECL1.6,NA
CCR8,gnECL1.6,NA
CCR9,gnECL1.6,NA
CCR10,gnECL1.6,NA
CXCR1,gnECL1.6,NA
CXCR2,gnECL1.6,NA
CXCR3,gnECL1.6,NA
CXCR4,gnECL1.6,NA
CXCR5,gnECL1.6,NA
CXCR6,gnECL1.6,NA
CX3CR1,gnECL1.6,1
XCR1,gnECL1.6,NA
ACKR1,gnECL1.6,0
ACKR2,gnECL1.6,NA
ACKR3,gnECL1.6,NA
ACKR4,gnECL1.6,NA
CCRL2,gnECL1.6,0
CCR1,gnECL1.7,NA
CCR2,gnECL1.7,NA
CCR3,gnECL1.7,NA
CCR4,gnECL1.7,NA
CCR5,gnECL1.7,NA
CCR6,gnECL1.7,NA
CCR7,gnECL1.7,NA
CCR8,gnECL1.7,NA
CCR9,gnECL1.7,NA
CCR10,gnECL1.7,NA
CXCR1,gnECL1.7,NA
CXCR2,gnECL1.7,NA
CXCR3,gnECL1.7,NA
CXCR4,gnECL1.7,NA
CXCR5,gnECL1.7,NA
CXCR6,gnECL1.7,NA
CX3CR1,gnECL1.7,0
XCR1,gnECL1.7,NA
ACKR1,gnECL1.7,0
ACKR2,gnECL1.7,NA
ACKR3,gnECL1.7,NA
ACKR4,gnECL1.7,NA
CCRL2,gnECL1.7,0
CCR1,gn3x21,0
CCR2,gn3x21,1
CCR3,gn3x21,0
CCR4,gn3x21,0
CCR5,gn3x21,0
CCR6,gn3x21,0
CCR7,gn3x21,2
CCR8,gn3x21,0
CCR9,gn3x21,0
CCR10,gn3x21,0
CXCR1,gn3x21,0
CXCR2,gn3x21,0
CXCR3,gn3x21,0
CXCR4,gn3x21,0
CXCR5,gn3x21,1
CXCR6,gn3x21,0
CX3CR1,gn3x21,NA
XCR1,gn3x21,0
ACKR1,gn3x21,NA
ACKR2,gn3x21,1
ACKR3,gn3x21,0
ACKR4,gn3x21,0
CCRL2,gn3x21,NA
CCR1,gn3x22,1
CCR2,gn3x22,0
CCR3,gn3x22,0
CCR4,gn3x22,0
CCR5,gn3x22,0
CCR6,gn3x22,0
CCR7,gn3x22,0
CCR8,gn3x22,0
CCR9,gn3x22,0
CCR10,gn3x22,0
CXCR1,gn3x22,0
CXCR2,gn3x22,0
CXCR3,gn3x22,0
CXCR4,gn3x22,0
CXCR5,gn3x22,1
CXCR6,gn3x22,0
CX3CR1,gn3x22,NA
XCR1,gn3x22,0
ACKR1,gn3x22,NA
ACKR2,gn3x22,0
ACKR3,gn3x22,1
ACKR4,gn3x22,0
CCRL2,gn3x22,NA
CCR1,gn3x23,0
CCR2,gn3x23,0
CCR3,gn3x23,0
CCR4,gn3x23,0
CCR5,gn3x23,0
CCR6,gn3x23,0
CCR7,gn3x23,0
CCR8,gn3x23,0
CCR9,gn3x23,0
CCR10,gn3x23,0
CXCR1,gn3x23,0
CXCR2,gn3x23,0
CXCR3,gn3x23,0
CXCR4,gn3x23,0
CXCR5,gn3x23,0
CXCR6,gn3x23,0
CX3CR1,gn3x23,NA
XCR1,gn3x23,0
ACKR1,gn3x23,NA
ACKR2,gn3x23,0
ACKR3,gn3x23,0
ACKR4,gn3x23,0
CCRL2,gn3x23,NA
CCR1,gn3x24,1
CCR2,gn3x24,0
CCR3,gn3x24,0
CCR4,gn3x24,1
CCR5,gn3x24,0
CCR6,gn3x24,0
CCR7,gn3x24,1
CCR8,gn3x24,0
CCR9,gn3x24,0
CCR10,gn3x24,0
CXCR1,gn3x24,0
CXCR2,gn3x24,0
CXCR3,gn3x24,0
CXCR4,gn3x24,0
CXCR5,gn3x24,0
CXCR6,gn3x24,0
CX3CR1,gn3x24,0
XCR1,gn3x24,0
ACKR1,gn3x24,0
ACKR2,gn3x24,0
ACKR3,gn3x24,1
ACKR4,gn3x24,0
CCRL2,gn3x24,NA
CCR1,gn3x25,0
CCR2,gn3x25,0
CCR3,gn3x25,0
CCR4,gn3x25,1
CCR5,gn3x25,0
CCR6,gn3x25,0
CCR7,gn3x25,0
CCR8,gn3x25,1
CCR9,gn3x25,0
CCR10,gn3x25,0
CXCR1,gn3x25,0
CXCR2,gn3x25,0
CXCR3,gn3x25,1
CXCR4,gn3x25,0
CXCR5,gn3x25,0
CXCR6,gn3x25,1
CX3CR1,gn3x25,0
XCR1,gn3x25,0
ACKR1,gn3x25,0
ACKR2,gn3x25,0
ACKR3,gn3x25,0
ACKR4,gn3x25,0
CCRL2,gn3x25,NA
CCR1,gn3x26,0
CCR2,gn3x26,1
CCR3,gn3x26,0
CCR4,gn3x26,0
CCR5,gn3x26,0
CCR6,gn3x26,0
CCR7,gn3x26,0
CCR8,gn3x26,0
CCR9,gn3x26,0
CCR10,gn3x26,0
CXCR1,gn3x26,0
CXCR2,gn3x26,0
CXCR3,gn3x26,0
CXCR4,gn3x26,0
CXCR5,gn3x26,0
CXCR6,gn3x26,0
CX3CR1,gn3x26,0
XCR1,gn3x26,0
ACKR1,gn3x26,0
ACKR2,gn3x26,0
ACKR3,gn3x26,0
ACKR4,gn3x26,0
CCRL2,gn3x26,0
CCR1,gn3x27,0
CCR2,gn3x27,1
CCR3,gn3x27,0
CCR4,gn3x27,2
CCR5,gn3x27,1
CCR6,gn3x27,0
CCR7,gn3x27,0
CCR8,gn3x27,0
CCR9,gn3x27,0
CCR10,gn3x27,0
CXCR1,gn3x27,0
CXCR2,gn3x27,0
CXCR3,gn3x27,1
CXCR4,gn3x27,0
CXCR5,gn3x27,0
CXCR6,gn3x27,1
CX3CR1,gn3x27,1
XCR1,gn3x27,0
ACKR1,gn3x27,0
ACKR2,gn3x27,1
ACKR3,gn3x27,0
ACKR4,gn3x27,0
CCRL2,gn3x27,0
CCR1,gn3x28,1
CCR2,gn3x28,1
CCR3,gn3x28,0
CCR4,gn3x28,0
CCR5,gn3x28,0
CCR6,gn3x28,0
CCR7,gn3x28,0
CCR8,gn3x28,1
CCR9,gn3x28,0
CCR10,gn3x28,0
CXCR1,gn3x28,0
CXCR2,gn3x28,1
CXCR3,gn3x28,0
CXCR4,gn3x28,1
CXCR5,gn3x28,0
CXCR6,gn3x28,0
CX3CR1,gn3x28,0
XCR1,gn3x28,0
ACKR1,gn3x28,0
ACKR2,gn3x28,0
ACKR3,gn3x28,0
ACKR4,gn3x28,1
CCRL2,gn3x28,2
CCR1,gn3x29,0
CCR2,gn3x29,0
CCR3,gn3x29,0
CCR4,gn3x29,1
CCR5,gn3x29,0
CCR6,gn3x29,0
CCR7,gn3x29,0
CCR8,gn3x29,1
CCR9,gn3x29,0
CCR10,gn3x29,0
CXCR1,gn3x29,0
CXCR2,gn3x29,0
CXCR3,gn3x29,0
CXCR4,gn3x29,1
CXCR5,gn3x29,0
CXCR6,gn3x29,0
CX3CR1,gn3x29,0
XCR1,gn3x29,0
ACKR1,gn3x29,0
ACKR2,gn3x29,0
ACKR3,gn3x29,0
ACKR4,gn3x29,0
CCRL2,gn3x29,0
CCR1,gn3x30,0
CCR2,gn3x30,0
CCR3,gn3x30,0
CCR4,gn3x30,0
CCR5,gn3x30,0
CCR6,gn3x30,0
CCR7,gn3x30,1
CCR8,gn3x30,0
CCR9,gn3x30,0
CCR10,gn3x30,0
CXCR1,gn3x30,0
CXCR2,gn3x30,0
CXCR3,gn3x30,0
CXCR4,gn3x30,0
CXCR5,gn3x30,0
CXCR6,gn3x30,1
CX3CR1,gn3x30,0
XCR1,gn3x30,0
ACKR1,gn3x30,0
ACKR2,gn3x30,0
ACKR3,gn3x30,0
ACKR4,gn3x30,1
CCRL2,gn3x30,0
CCR1,gn3x31,0
CCR2,gn3x31,0
CCR3,gn3x31,0
CCR4,gn3x31,0
CCR5,gn3x31,0
CCR6,gn3x31,0
CCR7,gn3x31,0
CCR8,gn3x31,0
CCR9,gn3x31,0
CCR10,gn3x31,0
CXCR1,gn3x31,0
CXCR2,gn3x31,0
CXCR3,gn3x31,0
CXCR4,gn3x31,0
CXCR5,gn3x31,0
CXCR6,gn3x31,0
CX3CR1,gn3x31,0
XCR1,gn3x31,0
ACKR1,gn3x31,0
ACKR2,gn3x31,0
ACKR3,gn3x31,0
ACKR4,gn3x31,0
CCRL2,gn3x31,0
CCR1,gn3x32,1
CCR2,gn3x32,0
CCR3,gn3x32,0
CCR4,gn3x32,0
CCR5,gn3x32,0
CCR6,gn3x32,0
CCR7,gn3x32,0
CCR8,gn3x32,0
CCR9,gn3x32,0
CCR10,gn3x32,0
CXCR1,gn3x32,0
CXCR2,gn3x32,1
CXCR3,gn3x32,0
CXCR4,gn3x32,0
CXCR5,gn3x32,0
CXCR6,gn3x32,0
CX3CR1,gn3x32,0
XCR1,gn3x32,0
ACKR1,gn3x32,0
ACKR2,gn3x32,0
ACKR3,gn3x32,0
ACKR4,gn3x32,0
CCRL2,gn3x32,0
CCR1,gn3x33,0
CCR2,gn3x33,0
CCR3,gn3x33,1
