chemokine,chemokine_alternate_name,gpcr,PMID,author_date_journal,data_synopsis,binding_kd_ki_nm,binding_ec50_ic50_nm,signaling_ec50_ic50_nm,chemotaxis_ec50_ic50_nm,chemotaxis_max_nm,data_comment,ligand_type,interaction_strength,evidence_grade,other_comment
CXCL3,MIP2b; GROg,ACKR2,33801414,"Chevigne, et al. 2010. Cancers (Basel)","""First, we assessed the activity of the 16 human CXC chemokines (100 nM) towards ACKR2 by monitoring their ability to induce _-arrestin-1 recruitment using Nanoluciferase complementation-based assay (NanoBiT).""",,,,,,Signaling assay:  _-arrestin recruitment using NanoBiT; Signaling cells: HEK293 and U87 cells,no interaction,0,C,"Single point dose response at 100nM, no response observed"
CXCL3,MIP2b; GROg,ACKR4,32480426,"Meyrath, et al. 2021. J Leukoc Biol","""systematic screening program aiming at reassessing the agonist activity of the 43 human chemokines (24 CCLs, 16 CXCLs, 2 XCLs, and 1 CX3CL) and 2 viral chemokines (vCCL1 and vCCL2) toward ACKR4, by monitoring _-arrestin recruitment to the receptor using a highly sensitive Nanoluciferase complementation-based assay (NanoBiT) (Fig. 1A).20–22 In agreement with the initial description by Matti and co-authors, our systematic analysis also identified CCL20 as an ACKR4 ligand capable of inducing _-arrestin-1 and _-arrestin-2 recruitment to the receptor and behaving as a partial agonist (80% efficacy) with a potency (EC50 = 42 nM) somewhat lower than potencies observed for CCL19 (EC50 = 3 nM), CCL21 (EC50 = 5 nM), and CCL25 (EC50 = 24 nM) (Fig. 1B)""",,,,,,Signaling assay:  _-arrestin recruitment using NanoBiT; Signaling cells: U87 cells,no interaction,0,C,"Note that this paper performs both single point assays with ligands at 100nM (43 chemokines) and dose-response assays (9 chemokines, 7 of which are native human chemokines)"
CXCL4L1,NA,CXCR3,20980681,"Struyf, et al. 2011. Blood","""Finally, we performed binding studies using TAMRA-CXCL4L1 and TAMRA-CXCL10 on HMVECs. For both chemokines, we obtained a dose-dependent increase in binding of the labeled ligand to HMVECs, and mutual competition between CXCL4L1 and CXCL10 was observed (Figure 5E-G). These results suggest that CXCL4L1 shares its binding site on endothelial cells with CXCL10 and confirm the binding experiments with CXCR3B-transfected cells. Indeed, endothelial cells have been described to express exclusively CXCR3B. 17  Based on the results, shown in Figure 5G, the Kd for interaction of CXCL4L1 with cellular receptors present on HMVECs was calculated to be equal to 0.28nM""; ""CXCL4, as well as CXCL4L1 provoked migration of immature DCs derived from human peripheral blood monocytes in a dose-dependent manner (Figure 6A)...Further, it was evidenced that the DC chemotactic activity of CXCL4 and CXCL4L1 is mediated by signaling through a pertussis toxin-sensitive G protein-coupled receptor mechanism (Figure 6B)... Figure 7A shows that preincubation of DCs with CXCL10 (50 ng/mL) or CXCL11 (20 ng/mL) almost completely or partially inhibited migration of DCs in response to CXCL4 (30 ng/mL) or CXCL4L1 (30 ng/mL), whereas the response to CCL3 (100 ng/mL) was not affected""",0.28,,,,,Binding assay: competition; Binding ligand: TAMRA-CXCL4L1; Binding cells: transfected HMVECs; Chemotaxis assay: transwell; Chemotaxis cells: dentritic cells,agonist,3,A,"Note that agonism is assessed by way of CXCL4L1-mediated chemotaxis in dentritic cells and not a transfected system; CXCL4L1 selectivity for CXCR3 is established via CXCR3-blocking antibody; Evidence Level ""A"" assigned as a consequence of binding assay in transfected system"
CXCL4,PF-4,CCR1,29930254,"Fox, et al. 2018. Sci Rep","""we transfected the mouse pre-B cell line L1.2 with plasmids encoding the three CC chemokine receptors at which CCL7 is known to be an agonist, namely CCR1, CCR2 and CCR3. All three receptors were readily expressed in a transient manner (Fig. 5A,B,C) and cells correspondingly responded to their cognate ligands CCL3, CCL2 and CCL11 in Boyden chamber assays (Fig. 5D,E,F). Notably, a significant response over basal migration to micromolar con- centrations of CXCL4 was singularly observed in CCR1 transfectants (Fig. 5D), albeit a less potent and efficacious response than that observed with CCL3, suggesting that CXCL4 is a partial agonist of CCR1 in this assay""; ""Ligand binding assays were also under- taken in which CXCL4 was observed to be unable to compete with radiolabelled CCL3 for binding to CCR1, unlike unlabeled CCL3 which was able to displace radiolabelled CCL3 with ease (Fig. 6E)""; ""Consistent with this, we were unable to effectively compete CCL3 from the surface of CCR1 transfectants with CXCL4. This is reminiscent of our earlier study examining CXCL4 activation of CXCR3, where we were unable to demonstrate displacement of CXCL11 from CXCR3 by CXCL4, despite clearly showing CXCR3-mediated CXCL4 signalling, with glycosamingoglycans necessary for CXCL4 function17""",,,,,,Chemotaxis assay: transwell; Chemotaxis cells: transfected L1.2 cells; Binding assay: competition; Binding ligand: 125I-CCL3; Binding cells: transfected L1.2 cells,agonist,1,A,Weak chemotaxis noted at 1000nM; no binding noted at 100nM 
CXCL4,PF-4,CCR1,36640356,"Gray, et al. 2023. Cell Rep","""Recruitment of human monocytes by CXCL4 has been reported to be mediated by CCR1.14 However, CXCL4-mediated recruit- ment of CD45+ cells or monocytes remained unchanged in the CCR1 knockout (KO) mouse compared with wild-type controls (Figure S2A)""",,,,,,"Functional assay:  ""CXCL4 (5 _g) was injected into dorsal air pouches in wild type and CCR1 KO mice and 24 hours later the recruited cells were analysed using flow cytometry.""",no interaction,0,D,Indirect evidence
CXCL4,PF-4,CXCR3,12782716,"Lasagni, et al. 2003. J Exp Med","""CXCL4, which shares with CXCL10, CXCL9, and CXCL11 several activities including a powerful angiostatic effect, displaced the binding of 125I-CXCL10 to CXCR3-B transfectants under the same conditions with an IC50 of 7.46  3.05 nM (Fig. 2 f). By contrast, very poor displace- ment of 125I-CXCL10 binding to CXCR3-A transfectants (IC50  448  152 nM; Fig. 2 e) was observed...Radiolabeled CXCL4 bound specifically to CXCR3-B transfectants (Fig. 2 h), but neither to mock (unpublished data) nor to CXCR3-A transfectants (Fig. 2 g).More importantly, the binding of radiolabeled CXCL4 to CXCR3-B transfectants was displaceable by increasing concentrations of unlabeled CXCL4, with an IC50 of 1.85 ± 0.9 nM (Fig. 2 h).""; ""CXCR3-A transfectants exhibited a rapid, dose-dependent [Ca2+]i flux in re- sponse to CXCL9, CXCL10, and CXCL11, but poor if any to CXCL4 (Fig. 4 c). By contrast, CXCR3-B trans- fectants did not mediate calcium flux in response to the four chemokines over a dose ranging from 10 pM to 1 uM (unpublished data).""",,1.85,,,,Binding assay: competition; Binding ligand: 125I-CXCL4 and 125I-CXCL10; Binding cells: transfected HMEC-1 cells,ND,3,A,Listed IC50 is lowest among those identified and is in context of competition of 125I-CXCL4; paper suggests CXCL4 is much more potent at CXCR3-B than CXCR3-A; no clear signaling response of CXCL4 stimulation of CXCR3-B
CXCL4,PF-4,CXCR3,9660793,"Weng, et al. 1998. J Biol Chem","""The clone exhibits a single high affinity binding site (Ki = 0.14 nm) for IP10 [CXCL10] and expresses approximately 50,000 sites/cell. As expected, the receptor also binds MIG [CXCL9], although with an affinity (Ki = 4.9 nm) that is substantially lower than that found for IP10 [CXCL10]. Other CXC-chemokines, notably IL-8 [CXCL8], which binds to both CXCR1 and CXCR2 (14, 15), and GRO_ [CXCL1] and NAP2 [CXCL7], which bind to CXCR2, have little or no affinity for CXCR3 (Table I). SDF-1 [CXCL12], the ligand for CXCR4 (16, 17), does show very slight affinity for CXCR3 with a Ki = 400 nm""; PF4 no binding listed in Table 1, otherwise not clarified how it was tested and no results shown",,,,,,Binding assay: competition; Binding ligand: 125I-CXCL10; Binding cells: stably-expressing CHO,no interaction,0,D,"Evidence level ""D"" since no results shown for CXCL4, only listed as no binding in table 1; Ligand binding also measured for some ligands in activated T cells and RBL cell line; only consider CHO line here"
CXCL4,PF-4,CXCR3,35720349,"D'Uonnolo, et al. 2022. Front Immunol","""To this end, we first undertook a _-arrestin-1 recruitment screening of the 43 human chemokines (24 CCLs, 16 CXCLs, 2 XCLs, and 1 CX3CL) and 2 viral chemokines (vCCL1 and vCCL2) towards the CXCR3 isoforms aiming at evaluating the possible impact of the extended CXCR3-B N terminus on ligand selectivity. This systematic interaction assessment did not allow to identify new endogenous agonist chemokines for any of the two isoforms (Figure 5A). Noteworthy, we could not confirm the activity of the orphan chemokine CXCL4 proposed in some studies as a CXCR3-B agonist (18, 47). """,,,,,,Signaling assay: B-arrestin recruitment (NanoBiT and NanoBRET); Signaling cells: HEK293 cells,no interaction,0,C,CXCL4 tested at 100nM for activation of CXCR3-A and CXCR3-B
CXCL4,PF-4,CXCR3,36640356,"Gray, et al. 2023. Cell Rep","""CXCR3 has also been associated with CXCL4 func- tion, albeit at high concentrations.6 Analysis of cells recruited by CXCL4 into the air pouch demonstrated that only T cells ex- pressed CXCR3 (Figure S2B). Furthermore, the Immgen database demonstrates that of the leukocytes recruited by CXCL4, only T cells express CXCR3.15 Thus, our data suggest that there was no chemokine receptor expression pattern across the leukocyte types recruited by CXCL4 that would explain their recruitment. Further analysis indicates that CXCR3 is also not present on endo- thelial cells sourced from the air pouch lining (Figure S2C).""",,,,,,"Functional assay:  ""To understand the mechanism underlying CXCL4-mediated leukocyte recruitment, we used an in vivo leukocyte recruitment assay to dissect this process (Figure 1A). This involves injecting air under the mouse dorsum to create a pouch that can be analyzed for immune cell recruitment in response to chemokine injection. CXCL4 increased the number of CD45+ (general leuko- cyte marker) cells, compared with vehicle controls (Figure 1B).""",no interaction,0,D,
CXCL4,PF-4,ACKR1,23224555,"McMorran, et al. 2012. Science","""The Duffy-antigen receptor for chemokines(Fy/DARC) [ACKR1] is expressed on erythrocytes and has several chemokine ligands, including PF4 [CXCL4] (18,19).We therefore tested the hypothesis that the kill-ing effect of PF4 may be exerted via interaction with the Fy [ACKR1] molecule... inclusion of equi-molar concentrations of chemokines with greateraffinity for Fy [ACKR1] than PF4 [CXCL4] [GROa/CXCL1 and RANTES/CCL5 (16,17)] blocked the killing ac-tivity of rhPF4 [CXCL4], whereas a chemokine with little affinity for Fy [ACKR1] [SDF1/CXCL12 (21)]hadnoef-fect (Fig. 3B)""",,,,,,Numerous functional assays (see synopsis),ND,ND,D,Indirect evidence
CXCL4,PF-4,ACKR1,8558064,"Horuk, et al. 1996. J Leukoc Biol","""Table 1. Receptor binding affinity (Kd) of chemokine for human and mouse DARC [ACKR1]""",460,,,,,Binding assay: competition; Binding ligand: 125I-CXCL1; Binding cells: transfected K562 cells,ND,3,A,
CXCL4,PF-4,ACKR4,32480426,"Meyrath, et al. 2021. J Leukoc Biol","""systematic screening program aiming at reassessing the agonist activity of the 43 human chemokines (24 CCLs, 16 CXCLs, 2 XCLs, and 1 CX3CL) and 2 viral chemokines (vCCL1 and vCCL2) toward ACKR4, by monitoring _-arrestin recruitment to the receptor using a highly sensitive Nanoluciferase complementation-based assay (NanoBiT) (Fig. 1A).20–22 In agreement with the initial description by Matti and co-authors, our systematic analysis also identified CCL20 as an ACKR4 ligand capable of inducing _-arrestin-1 and _-arrestin-2 recruitment to the receptor and behaving as a partial agonist (80% efficacy) with a potency (EC50 = 42 nM) somewhat lower than potencies observed for CCL19 (EC50 = 3 nM), CCL21 (EC50 = 5 nM), and CCL25 (EC50 = 24 nM) (Fig. 1B)""",,,,,,Signaling assay:  _-arrestin recruitment using NanoBiT; Signaling cells: U87 cells,no interaction,0,C,"Note that this paper performs both single point assays with ligands at 100nM (43 chemokines) and dose-response assays (9 chemokines, 7 of which are native human chemokines)"
CXCL5,ENA-78,CXCR1,8702798,"Ahuja, et al. 1996. J Biol Chem","""Compared with IL-8 [CXCL8], GROg [CXCL3] and ENA-78 [CXCL5] were weak agonists for IL8RA (Fig. 1, left panel). They both induced a concentration-dependent response; however, the threshold was 25–100- fold greater than for IL-8 [CXCL8]. Moreover, the maximal responses to GROg [CXCL3] and ENA-78 [CXCL5] were at most 40% of the maximal response to IL-8""; ""Only 125I-IL-8 [CXCL8] bound with high affinity to IL8RA transfectants (IC50 for IL-8 5 7 6 2 nM) (Fig. 3, a–d, and Table II). Consistent with their weak agonist activity, binding of GROa [CXCL1], GROb [CXCL2], GROg [CXCL3], NAP-2 [CXCL5], and ENA-78 [CXCL8] to IL8RA [CXCR1] could be inferred by their ability to compete partially for 125I-IL-8 [CXCL8] binding; total binding was reduced by only 5–30% when cold chemokines were present in 5000-fold molar excess over 125I-IL-8 [CXCL8] (Fig. 3a)""",,,40,,,"Signaling assay: calcium flux; Signaling cells: transfected HEK293 cells; Binding assay: competition; Binding ligand; 125I-CXCL8, 125I-CXCL7, 125I-CXCL1, 125I-CXCL5",agonist,3,A,"Weak calcium flux relative to CXCL8, likely partial agonist"
CXCL5,ENA-78,CXCR2,8702798,"Ahuja, et al. 1996. J Biol Chem","""In contrast to IL8RA [CXCR1], GROb [CXCL2], GROg [CXCL3], and ENA-78 [CXCL5] were all potent agonists at IL8RB [CXCR2]. Fig. 1 (right panel) is representative of their activity relative to IL-8 [CXCL8]""; ""125I-IL-8 [CXCL8], 125I-GROa [CXCL1], 125I-NAP-2 [CXCL7], and 125I-ENA-78 [CXCL5] each bound with high affinity to IL8RB [CXCR2] transfectants (Fig. 3, e–l). In general, the hierarchy for binding competition was similar to the hierarchy for signal transduction""",,1,10.6,,,"Signaling assay: calcium flux; Signaling cells: transfected HEK293 cells; Binding assay: competition; Binding ligand; 125I-CXCL8, 125I-CXCL7, 125I-CXCL1, 125I-CXCL5",agonist,3,A,Listed binding IC50 is the lowest of those identified using various hot ligands; for CXCL3 this was using 125I-CXCL5
CXCL5,ENA-78,ACKR1,13679391,"Kashiwazaki, et al. 2003. Int Immunol","""As shown in Fig. 3, the binding of 125I_labeled CXCL1 to F_2/DARC was strongly inhibited by the addition of excess amounts of inflammatory chemokines, including CXCL1, CCL7, CXCL5, CCL5 and CCL2, and moderately inhibited by CCL17 and CCL8""",,,,,,Binding assay: competition (single point); Binding ligand: 125I-CXCL1; Binsing cells: transfected F-2 cells,ND,ND,C,CXCL1 interacts with ACKR1
CXCL5,ENA-78,ACKR1,15358176,"Gardner, et al. 1994. Biochem Biophys Res Commun","""the ability of heterologous unlabelled chemokines to displace specific 125I-CXCL-8 binding was examined. In these cross-competition experiments 125I-CXCL-8 was incubated with erythrocytes in the presence of increasing concentrations of 30 different chemokines over the range 0.1 to 1000 nM...chemokines could be classified into three categories: those that showed strong binding (Ki < 100 nM), weak binding (Ki 100 nM–1 lM), and no binding (Ki > 1 lM) (Table 1)""; CXCL5 (ENA-78) Ki 28.8nM (Table 1)",28.8,,,,,Binding assay: competition; Binding ligand: 125I-CXCL8,ND,3,A,
CXCL5,ENA-78,ACKR1,8558064,"Horuk, et al. 1996. J Leukoc Biol","""Table 1. Receptor binding affinity (Kd) of chemokine for human and mouse DARC [ACKR1]""",5.2,,,,,Binding assay: competition; Binding ligand: 125I-CXCL1; Binding cells: transfected K562 cells,ND,3,A,
CXCL5,ENA-78,ACKR4,32480426,"Meyrath, et al. 2021. J Leukoc Biol","""systematic screening program aiming at reassessing the agonist activity of the 43 human chemokines (24 CCLs, 16 CXCLs, 2 XCLs, and 1 CX3CL) and 2 viral chemokines (vCCL1 and vCCL2) toward ACKR4, by monitoring _-arrestin recruitment to the receptor using a highly sensitive Nanoluciferase complementation-based assay (NanoBiT) (Fig. 1A).20–22 In agreement with the initial description by Matti and co-authors, our systematic analysis also identified CCL20 as an ACKR4 ligand capable of inducing _-arrestin-1 and _-arrestin-2 recruitment to the receptor and behaving as a partial agonist (80% efficacy) with a potency (EC50 = 42 nM) somewhat lower than potencies observed for CCL19 (EC50 = 3 nM), CCL21 (EC50 = 5 nM), and CCL25 (EC50 = 24 nM) (Fig. 1B)""",,,,,,Signaling assay:  _-arrestin recruitment using NanoBiT; Signaling cells: U87 cells,no interaction,0,C,"Note that this paper performs both single point assays with ligands at 100nM (43 chemokines) and dose-response assays (9 chemokines, 7 of which are native human chemokines)"
CXCL6,GCP-2,CXCR1,9054580,"Wuyts, et al. 1997. Biochemistry","""The chemokines GCP-2 [CXCL6] and IL-8 [CXCL8] were further compared with regard tocalcium mobilization in 293 cells transfected with thechemokine receptor CXCR1 or CXCR2 or with vector alone...As expected, IL-8 and GCP-2 [CXCL6] induced a significant increasein [Ca2+]iin CXCR2-transfected cells (minimal effectiveconcentrations of 1.5 and 3 nM, respectively; Table 3). Afterstimulation of CXCR1-transfected cells with IL-8, a rise in[Ca2+]i was observed from 0.5 nM onward. GCP-2 [CXCL6] induced a comparable increase in [Ca2+]i at 3 nM (Table 3). Figure5 shows the rise in [Ca2+]i after stimulation of CXCR1- andCXCR2-transfected cells with 5 nM IL-8 or 10 nM GCP-2 [CXCL6]""",,,,,,Signaling assay: calcium flux; Signaling cells: transfected HEK293 cells,agonist,ND,C,
CXCL6,GCP-2,CXCR2,9054580,"Wuyts, et al. 1997. Biochemistry","""The chemokines GCP-2 [CXCL6] and IL-8 [CXCL8] were further compared with regard tocalcium mobilization in 293 cells transfected with thechemokine receptor CXCR1 or CXCR2 or with vector alone...As expected, IL-8 and GCP-2 [CXCL6] induced a significant increasein [Ca2+]iin CXCR2-transfected cells (minimal effectiveconcentrations of 1.5 and 3 nM, respectively; Table 3). Afterstimulation of CXCR1-transfected cells with IL-8, a rise in[Ca2+]i was observed from 0.5 nM onward. GCP-2 [CXCL6] induced a comparable increase in [Ca2+]i at 3 nM (Table 3). Figure5 shows the rise in [Ca2+]i after stimulation of CXCR1- andCXCR2-transfected cells with 5 nM IL-8 or 10 nM GCP-2 [CXCL6]""",,,,,,Signaling assay: calcium flux; Signaling cells: transfected HEK293 cells,agonist,ND,C,
CXCL6,GCP-2,ACKR1,15358176,"Gardner, et al. 1994. Biochem Biophys Res Commun","""the ability of heterologous unlabelled chemokines to displace specific 125I-CXCL-8 binding was examined. In these cross-competition experiments 125I-CXCL-8 was incubated with erythrocytes in the presence of increasing concentrations of 30 different chemokines over the range 0.1 to 1000 nM...chemokines could be classified into three categories: those that showed strong binding (Ki < 100 nM), weak binding (Ki 100 nM–1 lM), and no binding (Ki > 1 lM) (Table 1)""; CXCL6 (GCP-2) Ki 66.7nM (Table 1) ",66.7,,,,,Binding assay: competition; Binding ligand: 125I-CXCL8,ND,3,A,
CXCL6,GCP-2,ACKR4,32480426,"Meyrath, et al. 2021. J Leukoc Biol","""systematic screening program aiming at reassessing the agonist activity of the 43 human chemokines (24 CCLs, 16 CXCLs, 2 XCLs, and 1 CX3CL) and 2 viral chemokines (vCCL1 and vCCL2) toward ACKR4, by monitoring _-arrestin recruitment to the receptor using a highly sensitive Nanoluciferase complementation-based assay (NanoBiT) (Fig. 1A).20–22 In agreement with the initial description by Matti and co-authors, our systematic analysis also identified CCL20 as an ACKR4 ligand capable of inducing _-arrestin-1 and _-arrestin-2 recruitment to the receptor and behaving as a partial agonist (80% efficacy) with a potency (EC50 = 42 nM) somewhat lower than potencies observed for CCL19 (EC50 = 3 nM), CCL21 (EC50 = 5 nM), and CCL25 (EC50 = 24 nM) (Fig. 1B)""",,,,,,Signaling assay:  _-arrestin recruitment using NanoBiT; Signaling cells: U87 cells,no interaction,0,C,"Note that this paper performs both single point assays with ligands at 100nM (43 chemokines) and dose-response assays (9 chemokines, 7 of which are native human chemokines)"
CXCL7,PBP; NAP-2,CCR6,9294137,"Power, et al. 1995. J Bio Chem","""As shown in Fig. 7,A, preexposure of cells to 1 _M concentrations of IL-8 [CXCL8], GRO_ [CXCL1], NAP-2 [CXCL7], or IP-10 [CXCL10] had no significant effect on the calcium signal induced by 100 nM MIP-3_ (n = 4). Preincubation with 500 nM to 1 _M concentrations of nine human CC chemokines (MCP-1 [CCL2], MIP-1_ [CCL3], MIP-1_ [CCL4], MIP-5 [CCL15], RANTES [CCL5], eotaxin [CCL11], HCC-1 [CCL14], I-309 [CCL1], and fractalkine [CX3CL1]), also had no effect significant on MIP-3_ [CCL20]–induced calcium responses (n = 4; see Fig. 7,B), although preincubation with both 1 _M RANTES [CCL5] and 1 _M HCC-1 [CCL14] did decrease the MIP-3_ [CCL20]–induced calcium response in two out of four experiments. Indeed, only preincubation with 1 _M MIP-3_ [CCL20] led to a significant decrease in MIP-3_ [CCL20]–induced calcium responses""",,,,,,Signaling assay: desenitization assay (reduction in calcium-flux after CCL20 stimulation following initial treatment with indicated chemokine); Signaling cells: transiently transfected HEK293,no interaction,0,D,
CXCL7,PBP; NAP-2,CXCR1,8550564,"Ahuja, et al. 1996. J Biol Chem","""When [Ca2+]i changes were used to monitor receptor activation, we found that the cell lines stably expressing IL-8RA [CXCR1] and IL-8RB [CXCR2] responded to IL-8 [CXCL8], GROa [CXCL1], and NAP-2 [CXCL7], but not to the CC chemokines MIP-1a [CCL3] and MCP-1 [CCL2] (Fig. 2, a and e). In the case of IL-8RA [CXCR1], IL-8 [CXCL8] was a strong agonist (EC50 5 3 nM), whereas GROa [CXCL1] and NAP-2 [CXCL7] were weak (Fig. 2a)""; ""The relative binding affinities of IL-8 [CXCL8], GROa [CXCL1], and NAP-2 [CXCL7] for IL-8RA [CXCR1] and IL-8RB [CXCR2] correlated well with their relative potencies as agonists. In the case of IL-8RA [CXCR1], 125I-IL-8 [CXCL8] bound with high affinity (Ki5 3.6 nM; Fig. 2b), whereas 125I-GROa [CXCL1] and 125I-NAP-2 [CXCL7] binding was not detectable (Fig. 2, c and d). Nevertheless, an interaction of GROa [CXCL1] and NAP-2 [CXCL7] with IL-8RA [CXCR1] could be inferred by their ability to compete weakly for the 125I-IL-8 [CXCL8]-labeled sites on IL-8RA [CXCR1] (Fig. 2b)""",,,40,,,"Signaling assay: calcium flux; Signaling cells: stably trandsfected HEK293 cells; Binding assay: competition; Binding ligand: 125I-CXCL8, 125I-CXCL7, 125I-CXCL1; Binding cells: stably transfected HEK293 cells",agonist,1,A,"Binding IC50 >1000nM based on weak displacement of 125I-CXCL8 at high concentrations; While EC50 is listed as <100nM, it is not clear from Figure 2A that curve has reached saturation. Given weak calcium flux and modest displacement 125I-CXCL8 at concentrations of  1000nM, strength of interaction listed as ""1"""
CXCL7,PBP; NAP-2,CXCR1,8702798,"Ahuja, et al. 1996. J Biol Chem","""The potency and efficacy of GRO_ [CXCL3] and ENA-78 [CXCL5] for inducing calcium flux in IL8RA [CXCR1]-transfected HEK 293 cells were similar to GRO_ [CXCL1] and NAP-2 [CXCL7] (Table I and Fig. 2; Ref. 19). The rank order based on mean EC50 values from at least three experiments for each chemokine was IL-8 [CXCL8] >>> ENA-78 [CXCL5]_NAP-2 [CXCL7] > GRO_ [CXCL1] _ GRO_ [CXCL3] > GRO_ [CXCL2]""; ""We next examined the ability of 125I-IL-8 [CXCL8], 125I-GRO_ [CXCL1], 125I-NAP-2 [CXCL7], and 125I-ENA-78 [CXCL5] to bind directly to intact HEK 293 cells expressing IL8RA or IL8RB and the ability of unlabeled IL-8 [CXCL8], GRO_ [CXCL1], GRO_ [CXCL2], GRO_ [CXCL3], NAP-2 [CXCL7], and ENA-78 [CXCL5] to compete for each of the binding sites found (Fig. 3). Only 125I-IL-8 [CXCL8] bound with high affinity to IL8RA [CXCR1] transfectants (IC50 for IL-8 = 7 ± 2 nM) (Fig. 3, a-d, and Table II). Consistent with their weak agonist activity, binding of GRO_ [CXCL1], GRO_ [CXCL2], GRO_ [CXCL3], NAP-2 [CXCL7], and ENA-78 [CXCL5] to IL8RA [CXCR1] could be inferred by their ability to compete partially for 125I-IL-8 binding""",,,45,,,"Signaling assay: calcium flux; Signaling cells: transfected HEK293 cells; Binding assay: competition; Binding cells: transfected HEK293 cells; Binding ligand: 125I-CXCL8, 125I-CXCL7, 125I-CXCL5, 125I-CXCL1",agonist,1,B,"Binding IC50 >1000nM based on weak displacement of 125I-CXCL8 at high concentrations; While EC50 is listed as <100mM, it is not clear from Figure 1A that curve has reached saturation. Given weak calcium flux and modest displacement 125I-CXCL8 at concentrations of  1000nM, strength of interaction listed as ""1"""
CXCL7,PBP; NAP-2,CXCR1,8550564,"Ahuja, et al. 1996. J Biol Chem","""In the case of IL-8RA [CXCR1], IL-8 [CXCL8] was a strong agonist (EC50 = 3 nM), whereas GRO_ [CXCL1] and NAP-2 [CXCL7] were weak (Fig. 2a). In the case of IL-8RB [CXCR2], IL-8 []CXCL8, GRO_ [CXCL1] and NAP-2 [CXCL7] were all strong agonists with similar potency to each other and to the potency of IL-8 [CXCL8] for IL-8RA [CXCR1] (Fig. 2, a and e)""; ""The rank order of competition by unlabeled CXC chemokines for the radiolabeled binding sites on IL-8RB [CXCR2] varied considerably for the three different radioligands (Fig. 2, f– h, and Table I). For example, unlabeled NAP-2 [CXCL7] competed poorly for the 125I-IL-8 [CXCL8]-labeled sites on IL-8RB [CXCR2], whereas both NAP-2 [CXCL7] and IL-8 [CXCL8] were very effective in competing for the 125I-NAP-2 [CXCL7]-labeled sites on IL-8RB [CXCR2]. These findings suggest that the sets of binding sites on IL-8RB [CXCR2] for IL-8 [CXCL8], GROa [CXCL1] and NAP-2 [CXCL7] overlap but are not identical""",1.9,,9,,,"Signaling assay: calcium flux; Signaling cells: stably trandsfected HEK293 cells; Binding assay: competition; Binding ligand: 125I-CXCL8, 125I-CXCL7, 125I-CXCL1; Binding cells: stably transfected HEK293 cells",agonist,3,A,Listed Ki is from competition experiment with 125I-CXCL1 (Table 1) which is the lowest of those identified
CXCL7,PBP; NAP-2,CXCR1,8702798,"Ahuja, et al. 1996. J Biol Chem","""In contrast to IL8RA [CXCR1], GRO_ [CXCL2], GRO_ [CXCL3], and ENA-78 [CXCL5] were all potent agonists at IL8RB [CXCR2]. Fig. 1 (right panel) is representative of their activity relative to IL-8 [CXCL8]. In this system, the rank order based on inspection of the mean EC50 values from three experiments for each chemokine was GRO_ [CXCL3] > IL-8 [CXCL8] _ GRO_ [CXCL1] _ GRO_ [CXCL2] _ NAP-2 [CXCL7] > ENA-78 [CXCL5]""; ""125I-IL-8 [CXCL8], 125I-GRO_ [CXCL1], 125I-NAP-2 [CXCL7], and 125I-ENA-78 [CXCL5] each bound with high affinity to IL8RB [CXCR2] transfectants (Fig. 3, e-l). In general, the hierarchy for binding competition was similar to the hierarchy for signal transduction""",,0.5,7,,,"Signaling assay: calcium flux; Signaling cells: transfected HEK293 cells; Binding assay: competition; Binding cells: transfected HEK293 cells; Binding ligand: 125I-CXCL8, 125I-CXCL7, 125I-CXCL5, 125I-CXCL1",agonist,3,A,Listed IC50 is from competition experiment with 125I-CXCL5 (Table 2)
CXCL7,PBP; NAP-2,CXCR3,9660793,"Weng, et al. 1998. J Biol Chem","""The clone exhibits a single high affinity binding site (Ki = 0.14 nm) for IP10 [CXCL10] and expresses approximately 50,000 sites/cell. As expected, the receptor also binds MIG [CXCL9], although with an affinity (Ki = 4.9 nm) that is substantially lower than that found for IP10 [CXCL10]. Other CXC-chemokines, notably IL-8 [CXCL8], which binds to both CXCR1 and CXCR2 (14, 15), and GRO_ [CXCL1] and NAP2 [CXCL7], which bind to CXCR2, have little or no affinity for CXCR3 (Table I). SDF-1 [CXCL12], the ligand for CXCR4 (16, 17), does show very slight affinity for CXCR3 with a Ki = 400 nm""",,,,,,Binding assay: competition; Binding ligand: 125I-CXCL10; Binding cells: stably-expressing CHO,no interaction,0,A,Ligand binding also measured for some ligands in activated T cells and RBL cell line; only consider CHO line here
CXCL7,PBP; NAP-2,ACKR1,8558064,"Horuk, et al. 1996. J Leukoc Biol","""Table 1. Receptor binding affinity (Kd) of chemokine for human and mouse DARC [ACKR1]""",7.3,,,,,Binding assay: competition; Binding ligand: 125I-CXCL1; Binding cells: transfected K562 cells,ND,3,A,
